Date,BasketVol,Multiplier,Executed,Reason
2024-01-05,0.19267364982149224,1.0,True,INITIAL_ALLOCATION
2024-01-12,0.18872036859624458,1.0,False,
2024-01-19,0.18424803896502528,1.0,False,
2024-01-26,0.1625335388825424,1.0,False,
2024-02-02,0.173249212975935,1.0,True,MONTHLY_WEIGHT_RESET
2024-02-09,0.1730963433059417,1.0,False,
2024-02-16,0.17290144834047544,1.0,False,
2024-02-23,0.19689231629526613,1.0,False,
2024-03-01,0.19895889948751516,1.0,True,MONTHLY_WEIGHT_RESET
2024-03-08,0.2327148086412318,1.0,False,
2024-03-15,0.24407489601457769,1.0,False,
2024-03-22,0.24271722703910212,1.0,False,
2024-03-28,0.24122129463241682,1.0,False,
2024-04-05,0.24442254548128145,1.0,True,MONTHLY_WEIGHT_RESET
2024-04-12,0.24877522737774496,1.0,False,
2024-04-19,0.25782360394725407,1.0,False,
2024-04-26,0.2648925405090756,1.0,False,
2024-05-03,0.26450778402620384,1.0,True,MEMBERSHIP_CHANGE
2024-05-10,0.26141337039686413,1.0,False,
2024-05-17,0.24725418144985264,1.0,False,
2024-05-24,0.24444671536721102,1.0,False,
2024-05-31,0.2381228550298943,1.0,False,
2024-06-07,0.20572504185347,1.0,True,MONTHLY_WEIGHT_RESET
2024-06-14,0.2009029804819686,1.0,False,
2024-06-21,0.20088901955280336,1.0,False,
2024-06-28,0.21020000102211478,1.0,False,
2024-07-05,0.2050519592103938,1.0,True,MONTHLY_WEIGHT_RESET
2024-07-12,0.20926215510700996,1.0,False,
2024-07-19,0.21896923710303984,1.0,False,
2024-07-26,0.22453946436621441,1.0,False,
2024-08-02,0.24049062157052545,1.0,True,MONTHLY_WEIGHT_RESET
2024-08-09,0.2863461639915251,1.0,False,
2024-08-16,0.2928477724417569,1.0,False,
2024-08-23,0.29469841107247574,1.0,False,
2024-08-30,0.28895111820556074,1.0,False,
2024-09-06,0.23322468053081005,1.0,True,MEMBERSHIP_CHANGE
2024-09-13,0.23430063754292946,1.0,False,
2024-09-20,0.23381057889386242,1.0,False,
2024-09-27,0.2523321009618779,1.0,True,MEMBERSHIP_CHANGE
2024-10-04,0.24345928589559288,1.0,True,MONTHLY_WEIGHT_RESET
2024-10-11,0.2467379830872398,1.0,False,
2024-10-18,0.21073022471968006,1.0,False,
2024-10-25,0.21255997098630486,1.0,False,
2024-11-01,0.1724284772458901,1.0,True,MONTHLY_WEIGHT_RESET
2024-11-08,0.18285844367839213,1.0,False,
2024-11-15,0.18395754014637433,1.0,False,
2024-11-22,0.1854350310414806,1.0,False,
2024-11-29,0.17448119505934337,1.0,False,
2024-12-06,0.18422211943095596,1.0,True,MEMBERSHIP_CHANGE
2024-12-13,0.18901042578303182,1.0,False,
2024-12-20,0.2041471015521767,1.0,False,
2024-12-27,0.2086154520400468,1.0,False,
2025-01-03,0.2061510311632716,1.0,True,MONTHLY_WEIGHT_RESET
2025-01-10,0.22559551046885323,1.0,False,
2025-01-17,0.23406849812858765,1.0,False,
2025-01-24,0.23006884619404577,1.0,False,
2025-01-31,0.227510292264277,1.0,False,
2025-02-07,0.21846335523419075,1.0,True,MONTHLY_WEIGHT_RESET
2025-02-14,0.22257812341387573,1.0,False,
2025-02-21,0.23160480819528512,1.0,False,
2025-02-28,0.2446715749351527,1.0,False,
2025-03-07,0.27670470173091827,1.0,True,MONTHLY_WEIGHT_RESET
